"marketplace","customer_id","review_id","product_id","product_parent","product_title","star_rating","helpful_votes","total_votes","vine","verified_purchase","review_headline","review_body","review_date","year","product_category"
"US","41492392","R3AHXII3K7ZF3M","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Big kids","These were very sturdy and we play with them often.  The price was reasonable and better than other sellers. We also received them before the due date. Very happy with this purchase.","16198","2014","Toys"
"US","12949798","RUURPWPNAS2YT","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","N","Fun to use","We used the cards for a Magic treat in a large crowd setting.  The jumbo cards were fun to use.","15844","2013","Toys"
"US","20145701","R1UVFDVXITR5AD","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Perfect for Alice in wonderland","16262","2014","Toys"
"US","14473216","R29M7IGT6JAKT2","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","2","3","N","Y","awesome","Just what I wanted for my Mad hatter tea it worked great wonderful quality and we can even play a card game or two just perfect !","15850","2013","Toys"
"US","48915841","R3NS1L2AZLVTL9","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","1","N","Y","They were perfect","Used these to build a giant house of cards to amuse a friend. It worked out quite nicely. Very entertaining.","15886","2013","Toys"
"US","17252912","R3QCA0V0C8NDLU","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Good Product.","Wish they came with a protective storage sleeve but cards are great. Even without protective sleeve I would still recommend to others.","16022","2013","Toys"
"US","15050928","R32YABIRKS3V9N","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Awesome!!","Great item kids love these cards ! This is our second set! Bought them for a cousins Christmas gift this year!","16045","2013","Toys"
"US","20012573","R2BQKOD1ECT6H5","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","N","Great set of cards","Bought these for my Son's talent show at school.  He needed something that could be seen on stage.  Great set of cards! A+","16560","2015","Toys"
"US","31686543","RPCAIBSVNTKGG","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Awesome","Excellent! Sturdy with light laminate, legal paper size, many ways to use for decorating. Other so called &#34;giant&#34; cards are only 5x7. I made the best choice.","16575","2015","Toys"
"US","7914605","R3NJNHUOQQC40X","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","HUGE!","These cards are huge! I got them for a gag gift for my mom since she is always complaining she can't see the cards, she has no problems seeing these! Little difficult to play certain games but always becomes the center of attention when brought out!","16089","2014","Toys"
"US","29205980","R2TPN753L47DGB","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Must have for gag card play or kids card games","These cards are so awesome! Had adults playing 21 with these at casino night murder mystery party.  Loved them!","16582","2015","Toys"
"US","20297903","R3C4OTSH8GKC5T","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","These cards are GREAT!! I bought them to play Spoons with ...","These cards are GREAT!!  I bought them to play Spoons with a large crowd (Spoons game directions:  http://www.wikihow.com/Play-Spoons-(Card-Game)).  And instead of using spoons, we used pool noodles.  The fact that these cards are VERY large makes the game play even more challenging; and entertaining to see when someone grabs a spoon (noodle).   These cards are high quality.  Also, when we play Spoons, instead of a player being out when he/she doesn't get a spoon, he/she loses a beaded necklace.  It's more fun when everyone says in the game.  I also used two full decks of cards for a crowd of 8.","16610","2015","Toys"
"US","52230383","R2JF56F0MDX2LT","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Fun Giant Cards","This was a birthday gift for my 8 yr old daughter.  She wanted a deck of cards and was thrilled to get this (and a regular deck too).  These are a nice heavy quality and just a lot of fun.","16611","2015","Toys"
"US","16182176","R2FVA9PJ0UBNA2","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","no problems","16635","2015","Toys"
"US","35303629","R1SSABCXJSSPP2","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","We loved these. We actually used them to create a ...","We loved these.  We actually used them to create a alice in wonderland croquet set.","16577","2015","Toys"
"US","28315758","R20OQY34DLL5ZI","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great fun gift idea!","I bought these cards for a white elephant gift, everyone loved them!","16605","2015","Toys"
"US","2142995","R18V23E811HON1","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Makes game night even more fun","A bit difficult to shuffle, but due to their size it was understandable. We played BS with them, which made the game hilarious whenever someone had to pick up a huge stack of cards. An awesome addition to a game night party.","16608","2015","Toys"
"US","37972889","R1YM9PHHDIIK1L","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","1","13","15","N","Y","i think I was sent the wrong item.","These are not jumbo!!! The cards that I rexeived were 6x4 inches, not the huge ones in the photo :(","16676","2015","Toys"
"US","44331596","R1UE3RPRGCOLD","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","2","1","1","N","Y","Two Stars","Cards are not as big as pictured.","16678","2015","Toys"
"US","2811660","R3SH5G9HMQY712","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","1","1","N","N","These cards are great!","Great size and condition. These cards are perfect for my Alice in Wonderland classroom theme, the children will love them! :)","16239","2014","Toys"
"US","27839990","R3FB065KHOMV2M","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Jazzed up Party!","These cards were the highlight of my sons 8th birthday decor. He had a magic party and these decorated all the tables!","16051","2013","Toys"
"US","22329529","R3S39K0JII86NV","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Loved it!","16388","2014","Toys"
"US","2140484","R4T0TBA496BAN","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","FUN!","Adults love this card set as much as kids! Just wait to bring them out once a game has been decided to be played. Make everyone smile with these cards!","16088","2014","Toys"
"US","37169194","RY8MK2HJ3IEUT","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Just the right size","I bought these cards to use for a project I'm doing...making an Alice in Wonderland themed croquet set.  They are just the right size to fit around a standard wicket.  Sturdy enough to hold up straight and great for my project. Not what they were designed for of course, but they were just right for what I needed!","16154","2014","Toys"
"US","47191309","R1L1DEGD4Q87VD","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","These are great. Bought them for my dad","These are great. Bought them for my dad, who has problems with his eyesight. Made him so happy he could still play cards","16444","2015","Toys"
"US","30039199","R3CLLXZEOW0I73","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Great for decorations","16487","2015","Toys"
"US","22972790","R1IXM3R8OZ3DST","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Oh... what a hoot we had with ...","Oh...what a hoot we had with our friends...","16564","2015","Toys"
"US","45872526","R11X44I8U490UY","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","love them! fast delivery too!","16581","2015","Toys"
"US","15988286","R21BQ6IQ7XEM8W","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","can't wait to use them in my music classroom<br />fast service","16595","2015","Toys"
"US","38389362","R1U5FWW2GZ3MKM","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great ,well made","Really Large like I wanted! Will be using on wickets to create the Red Queen 's Croquet Court!","16596","2015","Toys"
"US","14714356","R22TE8GT691KNY","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","3","0","0","N","Y","They are Jumbo sized but not EXTRA Jumbo like the picture","Not as big as the picture leads one to believe. They are Jumbo sized but not EXTRA Jumbo like the picture shows","16609","2015","Toys"
"US","9038898","R183JVNYGTOGVV","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Teaching & playing Card Bingo","Bought  these to help elderly people to learn and play Card Bingo.  I help with activities in an independent home and a nursing home.  The size of these cards help elderly clients see as well hear me call the cards.  The only bad thing bad about them is that they are hard to shuffle, because of their size.","15845","2013","Toys"
"US","12998933","R2QJWDY3MM5UWQ","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Great Fun","Awesome Quality, made of the material as regular cards, everybody gets a kick out of them<br /><br />little hard to shuffle lol","15943","2013","Toys"
"US","49336370","RXF7GI8ZB99OL","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Large cards","Just like the smaller version. Great for the croquet game for the Alice in Wonderland party for my little one.","16203","2014","Toys"
"US","17848679","R3RP0OR05SODN1","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Bigger is Better!","My niece and nephew love to play with their Super Jumbo Playing cards.  I guess 6 and 8 year olds are amazed by larger than normal playing cards.  They're happy, so I'm happy.","16080","2014","Toys"
"US","18167326","R2UDPH08J6J13T","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","2","3","5","N","Y","description below","picture thin cardboard with rigid edges and as durable as a few sheets of copier paper.  I wasn't expecting much from this &#34;fun-style&#34; deck, but seriously, this was disappointing.  The product is a matter of profit before impression. I wouldnt bother, you will likely be a little bit disappointed/..","16102","2014","Toys"
"US","14495674","R1VZFOL836GPBY","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","thanks.","great service. awesome product.","16313","2014","Toys"
"US","4813923","RHOJE0OT6FDZ1","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","These cards are of good quality and good size.  Very satisfied.","16391","2014","Toys"
"US","2447120","R1TZS913SFSJWC","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","N","HUGE Success!!!!","I am using them as table cards for our MOM'S 90th Birthday Party which is casino themed. The cards are attractive and durable, I will be able to use them later at school for group games.","16372","2014","Toys"
"US","11484128","R3LJHDED3HF0GT","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","great!","look just as pictured, good quality and as big as expected.","16372","2014","Toys"
"US","12460818","R1YRKZ33AK4DSI","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","1","2","N","Y","Just like regular cards, only huge","Good quality cards- they are not flimsy and they stand up perfectly in your hand. I'm very happy with them. They feel like regular playing cards, meaning they have the protective coating and they are not more sturdy than normal cards. They may not last long with kids: like regular playing cards, the edges get bent and I'm sure the cards could be folded and ruined fairly easily.","16431","2014","Toys"
"US","42351234","RZZ8PJNCOFXQV","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","4","4","N","Y","Lots of fun!","I've been doing the eye exercises in Dr. Rosanes-Berrett's book, \\""Do You Really Need Eyeglasses?\\"" which I've previously reviewed. One of the exercises that she recommends is simply playing Solitaire with playing cards. It makes your eyes move and it's relaxing. Yes, it works. I've played Solitaire all day long, during lunch and then for a couple hours at night, gotten up the next day  and my eye muscles are actually sore. My eyesight slowly continues to improve.       So, I thought, along the lines of, 'if a little is better, then too much is great' that if Solitaire played with regular cards is great, then Solitaire played with gee-normous cards would be super-fantastic.       Lo and behold, it is! Not only do your eyes have to roam over a six foot area when you're playing Solitaire with these monsters, but it's a whole-body workout! If you are a sedentary person who does not care for exercise, then get a set of these, spread them out on the floor or on a six-foot table, put on your headphones and play away. Ditto if you are just trying to improve your eyesight or if your eyes are just tired after staring at a computer all day.","15089","2011","Toys"
"US","35731252","R1YW3JHB7KAGK4","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","They are fun.  Giant cards.","16451","2015","Toys"
"US","41811547","R2HXAUCUFWVF3O","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Allows my low vision Mother in Law to play Bridge.","16512","2015","Toys"
"US","36456039","R1ULYB95N3N0N1","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Perfect! We used the cards to decorate the lobby ...","Perfect! We used the cards to decorate the lobby and bio boards at a community theatre production and received lots of compliments.","16517","2015","Toys"
"US","19598645","RC2BDTWAN16DP","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Great for using in the classroom.","16524","2015","Toys"
"US","29560007","R1QN9UF913YP0H","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Four Stars","Great gift, but thin for their size.","16528","2015","Toys"
"US","21970711","R3IP3ZZR4V6622","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Four Stars","Our kids love the cards.","16531","2015","Toys"
"US","10629808","R16UQQOGYG89M9","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","These are thing but my nephews and nieces love them.  Super fun","16549","2015","Toys"
"US","17993616","R1WCY3U6R8OGN1","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","N","This is perfect for my grand daughters baby shower theme","This is perfect for my grand daughters baby shower theme, alice in wonderland. I'd recommend this item to friends. I give it an A++++++","16326","2014","Toys"
"US","5702327","R3UE20VP9MILH","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","The Kindergartners love the large cards. We use them to teach math.","16394","2014","Toys"
"US","20423725","R2CEZ5EOSZDQTA","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","These cards are great!","These cards truly are enormous, and they have a great feel to them.  If you're looking for gigantic playing cards, this is a solid choice.","16035","2013","Toys"
"US","59307","RKVA7K293HKS8","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Very cool never seen cards made that size","16459","2015","Toys"
"US","35717736","R1RXV5B2S84SBP","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","0","0","N","Y","Just what I was looking for","This is just what I was looking for.  I purchased \\""jumbo\\"" cards before and they were not as large as I imagined.  These are just a little smaller than a regular sheet of paper, which is what I was looking for.  They are fun to play with when you are playing for \\""fun\\"" (not easy to hide).  LOL  GREAT PRODUCT!","15608","2012","Toys"
"US","12006965","R15CJ55BSYX5SK","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Five Stars","Just exactly like the picture.  A good deal.","16539","2015","Toys"
"US","34496306","R2IUNT5P0FOL2E","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","1","1","1","N","Y","The paper is just 8 1/2 x 11"" copier size so very less cool as handled by an adult","This photo is very misleading or the child is so tiny as to not be human.  The paper is just 8 1/2 x 11&#34; copier size so very less cool as handled by an adult.","16567","2015","Toys"
"US","10634062","R3E176UHSF458F","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","They wore so fun to play with","We used them to play blackjack. They wore so fun to play with. Now be cautioned, they are very big. but was a huge hit!!","16624","2015","Toys"
"US","24564666","REJNPDY8SGS4G","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","5","0","0","N","Y","Aces!","These cards are sturdy and super fun! Heavy-duty cardstock, they are roughly the size of notebook paper in length and width. Everyone that has seen them loves them. Very novel and cute for a card player.","16644","2015","Toys"
"US","52937565","R1M2BAE666CRI7","B002LHA74O","818126353","Super Jumbo Playing Cards by S&S Worldwide","4","10","13","N","Y","best huge cards out there","These cards ar
